"codigo";"ano";"mes";"latitude";"longitude";"mm.sum"
"351050011A";2014;9;-23,612;-45,423;90,8915034003293
"351050011A";2014;10;-23,612;-45,423;61,5374102544971
"351050011A";2014;11;-23,612;-45,423;82,8440385832417
"351050011A";2014;12;-23,612;-45,423;124,937963876
"351050011A";2015;1;-23,612;-45,423;222,739367248366
"351050011A";2015;2;-23,612;-45,423;302,00536000771
"351050011A";2015;3;-23,612;-45,423;258,751676964223
"351050012A";2013;9;-23,583;-45,33;17,19917086
"351050012A";2013;10;-23,583;-45,33;92,48028
"351050012A";2014;6;-23,583;-45,33;0,2
"351050012A";2014;7;-23,583;-45,33;179,120341223
"351050012A";2014;8;-23,583;-45,33;68,8921221193329
"351050012A";2014;9;-23,583;-45,33;95,5748930390247
"351050012A";2014;10;-23,583;-45,33;63,1026658642656
"351050012A";2014;11;-23,583;-45,33;118,144482432114
"351050012A";2014;12;-23,583;-45,33;140,216421815
"351050012A";2015;1;-23,583;-45,33;255,143350034415
"351050012A";2015;2;-23,583;-45,33;255,562353904774
"351050012A";2015;3;-23,583;-45,33;320,164330123045
"351050013A";2013;9;-23,597;-45,43;13,446467373
"351050013A";2013;10;-23,597;-45,43;220,010158665
"351050013A";2013;11;-23,597;-45,43;175,627122927
"351050013A";2013;12;-23,597;-45,43;162,547132331
"351050013A";2014;1;-23,597;-45,43;146,007280149
"351050013A";2014;2;-23,597;-45,43;99,445827582
"351050013A";2014;3;-23,597;-45,43;209,776820291
"351050013A";2014;4;-23,597;-45,43;176,044187134
"351050013A";2014;5;-23,597;-45,43;72,581702583
"351050013A";2014;6;-23,597;-45,43;57,426087784
"351050013A";2014;7;-23,597;-45,43;143,334477182
"351050013A";2014;8;-23,597;-45,43;55,1726138005271
"351050013A";2014;9;-23,597;-45,43;101,340994401745
"351050013A";2014;10;-23,597;-45,43;58,6125668952399
"351050013A";2014;11;-23,597;-45,43;38,5630100886398
"351050013A";2014;12;-23,597;-45,43;33,209411081
"351050014A";2013;9;-23,637;-45,426;14,902254954
"351050014A";2013;10;-23,637;-45,426;166,473493763
"351050014A";2013;11;-23,637;-45,426;118,295030157
"351050014A";2013;12;-23,637;-45,426;139,894358353
"351050014A";2014;1;-23,637;-45,426;90,656818877
"351050014A";2014;2;-23,637;-45,426;80,398553549
"351050014A";2014;3;-23,637;-45,426;254,559577404
"351050014A";2014;4;-23,637;-45,426;142,455676615
"351050014A";2014;5;-23,637;-45,426;94,926893108
"351050014A";2014;6;-23,637;-45,426;44,871393974
"351050014A";2014;7;-23,637;-45,426;91,260863006
"351050014A";2014;8;-23,637;-45,426;49,0501947275322
"351050014A";2014;9;-23,637;-45,426;100,365602900037
"351050014A";2014;10;-23,637;-45,426;55,8985900856667
"351050014A";2014;11;-23,637;-45,426;43,9348834434417
"351050015A";2013;9;-23,661;-45,518;11,73751814
"351050015A";2013;10;-23,661;-45,518;155,36227175
"351050015A";2013;11;-23,661;-45,518;94,998062731
"351050015A";2013;12;-23,661;-45,518;175,088173892
"351050015A";2014;1;-23,661;-45,518;148,2838229
"351050015A";2014;2;-23,661;-45,518;115,158241843
"351050015A";2014;3;-23,661;-45,518;188,827122735
"351050015A";2014;4;-23,661;-45,518;180,494715264
"351050015A";2014;5;-23,661;-45,518;64,710994358
"351050015A";2014;6;-23,661;-45,518;40,942937457
"351050015A";2014;7;-23,661;-45,518;71,177364293
"351050015A";2014;8;-23,661;-45,518;48,808390367773
"351050015A";2014;9;-23,661;-45,518;100,589805873507
"351050015A";2014;10;-23,661;-45,518;42,4855663048615
"351050015A";2014;11;-23,661;-45,518;76,861204183661
"351050015A";2014;12;-23,661;-45,518;96,357559688
"351050015A";2015;1;-23,661;-45,518;86,42408
"351050015A";2015;2;-23,661;-45,518;195,41156
"351050015A";2015;3;-23,661;-45,518;197,59976
"351050016A";2013;9;-23,698;-45,438;11,858023046
"351050016A";2013;10;-23,698;-45,438;100,957926426
"351050016A";2013;11;-23,698;-45,438;87,503790765
"351050016A";2013;12;-23,698;-45,438;131,045373057
"351050016A";2014;1;-23,698;-45,438;104,065735012
"351050016A";2014;2;-23,698;-45,438;120,080979085
"351050016A";2014;3;-23,698;-45,438;159,189882065
"351050016A";2014;4;-23,698;-45,438;150,813393769
"351050016A";2014;5;-23,698;-45,438;84,35324
"351050016A";2014;6;-23,698;-45,438;36,097342466
"351050016A";2014;7;-23,698;-45,438;47,13704375
"351050016A";2014;8;-23,698;-45,438;39,9463223943095
"351050016A";2014;9;-23,698;-45,438;98,5523080655255
"351050016A";2014;10;-23,698;-45,438;37,1365526654108
"351050016A";2014;11;-23,698;-45,438;94,9229683472155
"351050016A";2014;12;-23,698;-45,438;166,421761613
"351050016A";2015;1;-23,698;-45,438;238,719474033498
"351050016A";2015;2;-23,698;-45,438;262,465935772655
"351050016A";2015;3;-23,698;-45,438;230,410544372493
"351050017A";2013;9;-23,602;-45,37;20,643623887
"351050017A";2013;10;-23,602;-45,37;212,592061776
"351050017A";2013;11;-23,602;-45,37;139,921386423
"351050017A";2013;12;-23,602;-45,37;205,941426411
"351050017A";2014;1;-23,602;-45,37;100,575789284
"351050017A";2014;2;-23,602;-45,37;114,437350214
"351050017A";2014;3;-23,602;-45,37;240,526937862
"351050017A";2014;4;-23,602;-45,37;166,786717792
"351050017A";2014;5;-23,602;-45,37;94,928466388
"351050017A";2014;6;-23,602;-45,37;74,932598838
"351050017A";2014;7;-23,602;-45,37;169,673552582
"351050017A";2014;8;-23,602;-45,37;56,4600993957784
"351050017A";2014;9;-23,602;-45,37;105,819603528303
"351050017A";2014;10;-23,602;-45,37;55,6852422356635
"351050017A";2014;11;-23,602;-45,37;77,4095893964305
"351050017A";2014;12;-23,602;-45,37;149,238389393
"351050017A";2015;1;-23,602;-45,37;219,564884691579
"351050017A";2015;2;-23,602;-45,37;243,14096
"351050017A";2015;3;-23,602;-45,37;195,11558
"351050018A";2013;9;-23,616;-45,379;18,853465329
"351050018A";2013;10;-23,616;-45,379;210,593411227
"351050018A";2013;11;-23,616;-45,379;136,768385982
"351050018A";2013;12;-23,616;-45,379;164,553258678
"351050018A";2014;1;-23,616;-45,379;228,536345857
"351050018A";2014;2;-23,616;-45,379;86,638031109
"351050018A";2014;3;-23,616;-45,379;214,386347377
"351050018A";2014;4;-23,616;-45,379;164,606018367
"351050018A";2014;5;-23,616;-45,379;78,033643072
"351050018A";2014;6;-23,616;-45,379;56,583734478
"351050018A";2014;7;-23,616;-45,379;162,101622537
"351050018A";2014;8;-23,616;-45,379;57,473749524053
"351050018A";2014;9;-23,616;-45,379;115,77969536522
"351050018A";2014;10;-23,616;-45,379;56,6178983910145
"351050018A";2014;11;-23,616;-45,379;54,7857783434477
"351050018A";2014;12;-23,616;-45,379;172,608257416
"351050018A";2015;1;-23,616;-45,379;338,973967928325
"351050018A";2015;2;-23,616;-45,379;299,384652666333
"351050018A";2015;3;-23,616;-45,379;314,094496821861
"351050019A";2013;9;-23,579;-45,338;19,513470621
"351050019A";2013;10;-23,579;-45,338;222,990818707
"351050019A";2013;11;-23,579;-45,338;168,706015913
"351050019A";2013;12;-23,579;-45,338;212,295177969
"351050019A";2014;1;-23,579;-45,338;111,578308035
"351050019A";2014;2;-23,579;-45,338;184,10263929
"351050019A";2014;3;-23,579;-45,338;184,36634021
"351050019A";2014;4;-23,579;-45,338;197,473209351
"351050019A";2014;5;-23,579;-45,338;94,080201996
"351050019A";2014;6;-23,579;-45,338;102,864730134
"351050019A";2014;7;-23,579;-45,338;178,134123456
"351050019A";2014;8;-23,579;-45,338;71,46515650662
"351050019A";2014;9;-23,579;-45,338;93,7724259700432
"351050019A";2014;10;-23,579;-45,338;65,0873724804536
"351050019A";2014;11;-23,579;-45,338;130,244604977144
"351050019A";2014;12;-23,579;-45,338;140,223186478
"351050019A";2015;1;-23,579;-45,338;263,1321595576
"351050019A";2015;2;-23,579;-45,338;253,714153467293
"351050019A";2015;3;-23,579;-45,338;292,260846914116
"351050020A";2013;9;-23,614;-45,432;22,72121248
"351050020A";2013;10;-23,614;-45,432;215,939178241
"351050020A";2013;11;-23,614;-45,432;138,606272127
"351050020A";2013;12;-23,614;-45,432;158,950032161
"351050020A";2014;1;-23,614;-45,432;120,673611718
"351050020A";2014;2;-23,614;-45,432;99,619769838
"351050020A";2014;3;-23,614;-45,432;224,635272682
"351050020A";2014;4;-23,614;-45,432;160,971534559
"351050020A";2014;5;-23,614;-45,432;81,60263039
"351050020A";2014;6;-23,614;-45,432;47,249964127
"351050020A";2014;7;-23,614;-45,432;122,081548564
"351050020A";2014;8;-23,614;-45,432;47,6526299029738
"351050020A";2014;9;-23,614;-45,432;96,9694099421072
"351050020A";2014;10;-23,614;-45,432;55,2353395114561
"351050020A";2014;11;-23,614;-45,432;79,9223237723946
"351050020A";2014;12;-23,614;-45,432;125,382822327
"351050020A";2015;1;-23,614;-45,432;200,987335466869
"351050020A";2015;2;-23,614;-45,432;313,770206918573
"351050020A";2015;3;-23,614;-45,432;295,856037362299
"351060901A";2014;12;-23,5435;-46,8557;211,6
"351060901A";2015;1;-23,5435;-46,8557;198,8
"351060901A";2015;2;-23,5435;-46,8557;338
"351060901A";2015;3;-23,5435;-46,8557;161,8
"351060902A";2015;1;-23,51665;-46,83589;153
"351060902A";2015;2;-23,51665;-46,83589;260,2
"351060902A";2015;3;-23,51665;-46,83589;173,8
"351280301A";2015;3;-22,63053;-47,19185;98,6
"351300901A";2014;8;-23,641;-47;44,1580711713433
"351300901A";2014;9;-23,641;-47;60,6042244280411
"351300901A";2014;10;-23,641;-47;12,6843043336517
"351300901A";2014;11;-23,641;-47;97,1133855692775
"351300901A";2014;12;-23,641;-47;227,521129625
"351300901A";2015;1;-23,641;-47;101,736370790774
"351300901A";2015;2;-23,641;-47;211,792423990954
"351300901A";2015;3;-23,641;-47;176,885982196199
"351300903A";2014;7;-23,602;-46,931;27,496954941
"351300903A";2014;8;-23,602;-46,931;29,1977007483353
"351300903A";2014;9;-23,602;-46,931;54,6779012075618
"351300903A";2014;10;-23,602;-46,931;18,9484648955929
"351300903A";2014;11;-23,602;-46,931;90,6597427376633
"351300903A";2014;12;-23,602;-46,931;334,118894632
"351300903A";2015;1;-23,602;-46,931;129,302762987106
"351300903A";2015;2;-23,602;-46,931;224,607861423209
"351300903A";2015;3;-23,602;-46,931;206,323552365982
"351300904A";2014;7;-23,691;-47,027;16,306902691
"351300904A";2014;8;-23,691;-47,027;30,5626704245561
"351300904A";2014;9;-23,691;-47,027;98,9390147724211
"351300904A";2014;10;-23,691;-47,027;19,9849223356354
"351300904A";2014;11;-23,691;-47,027;110,305080189942
"351300904A";2014;12;-23,691;-47,027;81,240507829
"351300904A";2015;1;-23,691;-47,027;10,5268
"351300904A";2015;2;-23,691;-47,027;8,6
"351300904A";2015;3;-23,691;-47,027;7,8
"351300905A";2015;3;-23,5801;-46,9176;224,6
"351300906A";2014;12;-23,585;-46,817;0
"351300906A";2015;1;-23,585;-46,817;0
"351300907A";2014;12;-23,65;-46,956;189
"351300907A";2015;1;-23,65;-46,956;119,8
"351300907A";2015;2;-23,65;-46,956;205,4
"351300907A";2015;3;-23,65;-46,956;158
"351340501A";2015;1;-22,577;-44,958;122,8
"351340501A";2015;2;-22,577;-44,958;183,2
"351340501A";2015;3;-22,577;-44,958;261
"351350401A";2013;10;-23,893;-46,473;0,2
"351350401A";2013;11;-23,893;-46,473;442,571657428
"351350401A";2013;12;-23,893;-46,473;226,420126293
"351350401A";2014;1;-23,893;-46,473;312,917401736
"351350401A";2014;2;-23,893;-46,473;243,72145144
"351350401A";2014;3;-23,893;-46,473;450,500976072
"351350401A";2014;4;-23,893;-46,473;209,507512156
"351350401A";2014;5;-23,893;-46,473;154,601460089
"351350401A";2014;6;-23,893;-46,473;108,804286
"351350401A";2014;7;-23,893;-46,473;175,832999279
"351350401A";2014;8;-23,893;-46,473;115,866037875889
"351350401A";2014;9;-23,893;-46,473;127,176786228577
"351350401A";2014;10;-23,893;-46,473;34,0363340470962
"351350401A";2014;11;-23,893;-46,473;162,409011757805
"351350401A";2014;12;-23,893;-46,473;332,088313325
"351350401A";2015;1;-23,893;-46,473;598,496642631202
"351350401A";2015;2;-23,893;-46,473;89,2177349015423
"351350401A";2015;3;-23,893;-46,473;0
"351350402A";2013;10;-23,88;-46,417;0,2
"351350402A";2013;11;-23,88;-46,417;355,509850666
"351350402A";2013;12;-23,88;-46,417;152,36805832
"351350402A";2014;1;-23,88;-46,417;270,930624407
"351350402A";2014;2;-23,88;-46,417;92,86385897
"351350402A";2014;3;-23,88;-46,417;112,6
"351350402A";2014;4;-23,88;-46,417;121,2
"351350402A";2014;5;-23,88;-46,417;123,558657935
"351350402A";2014;6;-23,88;-46,417;85,104708128
"351350402A";2014;7;-23,88;-46,417;115,31766008
"351350402A";2014;8;-23,88;-46,417;65,4301121512912
"351350402A";2014;9;-23,88;-46,417;93,9473330359883
"351350402A";2014;10;-23,88;-46,417;29,8064026691218
"351350402A";2014;11;-23,88;-46,417;146,955696327898
"351350402A";2014;12;-23,88;-46,417;283,570030502
"351350402A";2015;1;-23,88;-46,417;406,429584875061
"351350403A";2013;10;-23,868;-46,401;0,2
"351350403A";2013;11;-23,868;-46,401;356,266269683
"351350403A";2013;12;-23,868;-46,401;136,301857097
"351350403A";2014;1;-23,868;-46,401;318,117497581
"351350403A";2014;2;-23,868;-46,401;221,913372117
"351350403A";2014;3;-23,868;-46,401;651,712264737
"351350403A";2014;4;-23,868;-46,401;7,937495347
"351350403A";2014;5;-23,868;-46,401;8,994755909
"351350403A";2014;6;-23,868;-46,401;156,431168532
"351350403A";2014;8;-23,868;-46,401;0
"351350403A";2014;9;-23,868;-46,401;15,6708192679281
"351350403A";2014;10;-23,868;-46,401;21,5937632201707
"351350403A";2014;11;-23,868;-46,401;127,885111010829
"351350403A";2014;12;-23,868;-46,401;208,721069009
"351350403A";2015;1;-23,868;-46,401;223,296185720803
"351350403A";2015;2;-23,868;-46,401;72,9551404033284
"351350404A";2015;3;-23,929;-46,413;3,6
"351350405A";2013;11;-23,882;-46,455;429,61517186
"351350405A";2013;12;-23,882;-46,455;190,817871038
"351350405A";2014;1;-23,882;-46,455;345,162854926
"351350405A";2014;2;-23,882;-46,455;226,532157718
"351350405A";2014;3;-23,882;-46,455;446,939161271
"351350405A";2014;4;-23,882;-46,455;267,054838969
"351350405A";2014;5;-23,882;-46,455;147,439831771
"351350405A";2014;6;-23,882;-46,455;102,016417616
"351350405A";2014;7;-23,882;-46,455;152,764916739
"351350405A";2014;8;-23,882;-46,455;97,5286738655652
"351350405A";2014;9;-23,882;-46,455;120,642284142672
"351350405A";2014;10;-23,882;-46,455;44,7732251019588
"351350405A";2014;11;-23,882;-46,455;147,362412057108
"351350405A";2014;12;-23,882;-46,455;396,337183843
"351350405A";2015;1;-23,882;-46,455;505,089362186785
"351350405A";2015;2;-23,882;-46,455;306,137196600688
"351350405A";2015;3;-23,882;-46,455;271,494094277179
"351350406A";2013;11;-23,921;-46,424;327,996662649
"351350406A";2013;12;-23,921;-46,424;126,934194591
"351350406A";2014;1;-23,921;-46,424;242,99330522
"351350406A";2014;2;-23,921;-46,424;214,147136934
"351350406A";2014;3;-23,921;-46,424;355,391212294
"351350406A";2014;4;-23,921;-46,424;204,558868166
"351350406A";2014;5;-23,921;-46,424;127,777325922
"351350406A";2014;6;-23,921;-46,424;110,066504096
"351350406A";2014;7;-23,921;-46,424;147,848457
"351350406A";2014;8;-23,921;-46,424;90,3653537775426
"351350406A";2014;9;-23,921;-46,424;115,893499397116
"351350406A";2014;10;-23,921;-46,424;18,5531459266092
"351350406A";2014;11;-23,921;-46,424;125,678489504286
"351350406A";2014;12;-23,921;-46,424;434,312707589
"351350406A";2015;1;-23,921;-46,424;550,248370420361
"351350406A";2015;2;-23,921;-46,424;240,934334966288
"351350406A";2015;3;-23,921;-46,424;246,276516402435
"351350407A";2013;11;-23,902;-46,449;21,925548262
"351350407A";2013;12;-23,902;-46,449;179,728746923
"351350407A";2014;1;-23,902;-46,449;369,113139617
"351350407A";2014;2;-23,902;-46,449;221,787127214
"351350407A";2014;3;-23,902;-46,449;440,82296563
"351350407A";2014;4;-23,902;-46,449;246,838066483
"351350407A";2014;5;-23,902;-46,449;133,206412901
"351350407A";2014;6;-23,902;-46,449;102,997851407
"351350407A";2014;7;-23,902;-46,449;162,45921161
"351350407A";2014;8;-23,902;-46,449;97,2812643440348
"351350407A";2014;9;-23,902;-46,449;124,391225301726
"351350407A";2014;10;-23,902;-46,449;23,5292280172043
"351350407A";2014;11;-23,902;-46,449;139,674229088003
"351350407A";2014;12;-23,902;-46,449;191,945112958
"351350407A";2015;1;-23,902;-46,449;519,938679189441
"351350407A";2015;2;-23,902;-46,449;299,452443743632
"351350407A";2015;3;-23,902;-46,449;267,162681701768
"351380101A";2013;9;-23,679;-46,622;86,973297132
"351380101A";2013;10;-23,679;-46,622;97,578002457
"351380101A";2013;11;-23,679;-46,622;189,794611318
"351380101A";2013;12;-23,679;-46,622;99,505448132
"351380101A";2014;1;-23,679;-46,622;257,83548834
"351380101A";2014;2;-23,679;-46,622;45,601687223
"351380101A";2014;3;-23,679;-46,622;281,0398461
"351380101A";2014;4;-23,679;-46,622;86,585755919
"351380101A";2014;5;-23,679;-46,622;50,204728553
"351380101A";2014;6;-23,679;-46,622;13,841702984
"351380101A";2014;7;-23,679;-46,622;25,683363783
"351380101A";2014;8;-23,679;-46,622;18,3049402318534
"351380101A";2014;9;-23,679;-46,622;55,3085024774463
"351380101A";2014;11;-23,679;-46,622;80,8157
"351380101A";2014;12;-23,679;-46,622;149,13412
"351380101A";2015;1;-23,679;-46,622;106,079456319613
"351380101A";2015;2;-23,679;-46,622;147,2
"351380101A";2015;3;-23,679;-46,622;182,948587061328
"351380103A";2013;11;-23,723;-46,613;38,988800407
"351380103A";2013;12;-23,723;-46,613;93,776928784
"351380103A";2014;1;-23,723;-46,613;206,187123194
"351380103A";2014;2;-23,723;-46,613;51,122261034
"351380103A";2014;3;-23,723;-46,613;334,601907264
"351380103A";2014;4;-23,723;-46,613;58,879921749
"351380103A";2014;5;-23,723;-46,613;57,625191321
"351380103A";2014;6;-23,723;-46,613;39,675241446
"351380103A";2014;7;-23,723;-46,613;36,647849797
"351380103A";2014;8;-23,723;-46,613;41,9261483578323
"351380103A";2014;9;-23,723;-46,613;87,989831445424
"351380103A";2014;10;-23,723;-46,613;21,4151553927917
"351380103A";2014;11;-23,723;-46,613;124,295380899309
"351380103A";2014;12;-23,723;-46,613;259,479583596
"351380103A";2015;1;-23,723;-46,613;223,672694482308
"351380103A";2015;2;-23,723;-46,613;278,940430847795
"351380103A";2015;3;-23,723;-46,613;170,696780385192
"351380104A";2013;11;-23,702;-46,622;46,819441882
"351380104A";2013;12;-23,702;-46,622;104,937122262
"351380104A";2014;1;-23,702;-46,622;235,21751219
"351380104A";2014;2;-23,702;-46,622;41,68924472
"351380104A";2014;3;-23,702;-46,622;286,458702521
"351380104A";2014;4;-23,702;-46,622;64,722812799
"351380104A";2014;5;-23,702;-46,622;61,821046587
"351380104A";2014;6;-23,702;-46,622;32,377062906
"351380104A";2014;7;-23,702;-46,622;32,09988786
"351380104A";2014;8;-23,702;-46,622;46,0076168523557
"351380104A";2014;9;-23,702;-46,622;95,874320798232
"351380104A";2014;10;-23,702;-46,622;18,0909850710495
"351380104A";2014;11;-23,702;-46,622;119,15584
"351380104A";2014;12;-23,702;-46,622;189,73022
"351380104A";2015;1;-23,702;-46,622;256,520302087475
"351380104A";2015;2;-23,702;-46,622;287,630336985534
"351380104A";2015;3;-23,702;-46,622;158,062281917654
"351380105A";2013;11;-23,697;-46,596;74,177630524
"351380105A";2013;12;-23,697;-46,596;72,652334433
"351380105A";2014;1;-23,697;-46,596;448,204893306
"351380105A";2014;2;-23,697;-46,596;70,407151528
"351380105A";2014;3;-23,697;-46,596;269,341808089
"351380105A";2014;4;-23,697;-46,596;72,845255578
"351380105A";2014;5;-23,697;-46,596;55,072553575
"351380105A";2014;6;-23,697;-46,596;30,175796806
"351380105A";2015;1;-23,697;-46,596;29,0764046406485
"351380105A";2015;2;-23,697;-46,596;243,570755173354
"351380105A";2015;3;-23,697;-46,596;180,237079830786
"351380106A";2015;1;-23,66592;-46,61972;222,045112124667
"351380106A";2015;2;-23,66592;-46,61972;306,17016290931
"351380106A";2015;3;-23,66592;-46,61972;193,114658995968
"351380107A";2013;11;-23,685;-46,613;30,218300544
"351380107A";2013;12;-23,685;-46,613;70,896270424
"351380107A";2014;1;-23,685;-46,613;229,296948198
"351380107A";2014;2;-23,685;-46,613;44,207209477
"351380107A";2014;3;-23,685;-46,613;263,612341633
"351380107A";2014;4;-23,685;-46,613;79,840344344
